0.584552,0.023883,0.703965,0.664247,63.867561,0.629591,59.166412
0.397069,0.021375,0.503942,0.665294,68.234161,0.566228,66.475380
0.246098,0.019724,0.344716,0.775462,73.080612,0.576584,70.613106
0.166158,0.018724,0.259779,0.874459,72.360840,0.526132,75.203865
0.100146,0.018027,0.190280,1.192769,68.905945,0.459854,79.613403
0.078349,0.017465,0.165674,1.368296,68.042221,0.440678,81.757774
0.055308,0.017014,0.140377,1.566639,67.802299,0.470692,81.546356
0.046743,0.016553,0.129510,1.558310,67.658348,0.469206,83.388702
0.036669,0.016186,0.117598,1.808243,67.274467,0.459634,83.177284
0.034199,0.015751,0.112956,1.810600,66.602684,0.493797,82.996071
0.027138,0.015375,0.104014,2.072980,64.683296,0.470014,83.992744
0.023375,0.014954,0.098147,2.178586,65.403069,0.468469,84.566589
0.020057,0.014788,0.093996,2.273299,64.443375,0.488361,84.506187
0.023299,0.014498,0.095790,1.935477,66.746643,0.471346,85.080032
0.015121,0.014207,0.086156,2.133101,66.122841,0.470288,85.140434
0.016812,0.014018,0.086900,2.370921,64.443375,0.471511,85.714279
0.013409,0.013855,0.082682,2.283743,65.547020,0.458936,85.533066
0.010282,0.013521,0.077888,2.184725,66.314781,0.486500,86.559952
0.013285,0.013621,0.081389,2.539623,65.307098,0.483395,85.986107
0.010047,0.013377,0.076934,2.661898,65.307098,0.485809,85.925697
0.014162,0.013316,0.080743,2.371962,66.554703,0.467344,86.257927
0.013673,0.013168,0.079511,2.459164,65.834930,0.437591,87.375412
0.008917,0.013071,0.074271,2.529788,65.019196,0.445705,86.710960
0.007684,0.012950,0.072433,2.366752,67.994240,0.450435,86.982780
0.006580,0.012837,0.070766,2.558699,65.499039,0.436260,86.922379
0.009226,0.012919,0.073823,2.380457,67.226486,0.456226,87.254601
0.012661,0.012894,0.077129,2.132392,68.761993,0.436347,87.949257
0.006914,0.012744,0.070634,2.814737,66.026871,0.467062,87.556625
0.004214,0.012790,0.068167,2.632013,67.370438,0.442800,87.858650
0.007327,0.012751,0.071084,2.258059,68.186180,0.465437,87.224403
0.007923,0.012632,0.071081,2.509985,67.082535,0.441860,88.432495
0.006077,0.012736,0.069759,2.565324,66.938576,0.482479,86.952576
0.005264,0.012589,0.068207,2.710262,67.514397,0.464105,87.707634
0.004544,0.012638,0.067734,2.652284,67.274467,0.454992,87.224403
0.004252,0.012603,0.067269,2.580816,67.226486,0.451312,87.919052
0.005169,0.012899,0.069661,2.908031,66.362762,0.486122,88.039864
0.004518,0.012852,0.068776,2.662011,67.322456,0.481697,87.496223
0.003955,0.012837,0.068138,2.693700,67.274467,0.479375,87.919052
0.003878,0.012992,0.068836,2.590582,67.034546,0.465927,88.281479
0.004184,0.012905,0.068709,2.656385,68.042221,0.470465,88.039864
0.003262,0.013194,0.069230,2.584942,68.761993,0.481838,88.100266
0.003207,0.013271,0.069561,2.483176,70.537430,0.478586,88.372086
0.006038,0.013125,0.071664,2.167525,71.785027,0.480112,87.737839
0.002219,0.013304,0.068740,2.513471,70.345490,0.458262,87.647232
0.002509,0.013472,0.069868,2.167318,75.095970,0.486315,86.952576
0.005962,0.013471,0.073318,2.521674,70.297501,0.485015,88.311684
0.003886,0.013568,0.071725,2.479612,71.017273,0.473752,87.949257
0.003883,0.013612,0.071944,2.560554,69.817657,0.464592,87.375412
0.006404,0.013888,0.075842,2.579279,70.393471,0.456416,88.825127
0.004658,0.013953,0.074421,2.687467,71.305183,0.481786,87.798248
0.003928,0.013780,0.072828,2.869408,69.385796,0.504630,88.674110
0.003336,0.014093,0.073800,2.634863,72.840691,0.466235,88.372086
0.003631,0.014075,0.074006,2.211321,75.239922,0.483451,88.311684
0.002461,0.014158,0.073253,2.542023,71.689056,0.456501,88.734520
0.004728,0.014219,0.075822,2.464296,71.976967,0.448974,89.459373
0.003791,0.014365,0.075614,2.480395,74.664108,0.459011,88.704315
0.002765,0.014314,0.074333,2.704922,72.696732,0.477400,88.553307
0.004761,0.014604,0.077783,2.608090,73.416504,0.443045,88.855324
0.005281,0.014560,0.078083,2.551317,73.416504,0.488776,88.462700
0.002204,0.014816,0.076286,2.331367,75.143951,0.481503,88.734520
0.001903,0.014950,0.076653,2.111949,77.687141,0.536279,87.315010
0.001825,0.014929,0.076468,2.579843,74.040306,0.488708,88.764717
0.002229,0.014992,0.077187,2.410211,76.103645,0.486734,88.311684
0.002567,0.014944,0.077290,2.472519,75.143951,0.486497,88.402290
0.001791,0.014983,0.076705,2.531163,76.007675,0.485906,88.492897
0.002985,0.015075,0.078358,2.383067,75.479843,0.504623,88.523102
0.003013,0.015321,0.079617,2.261140,76.439537,0.497422,88.885529
0.002832,0.015056,0.078113,2.311741,76.391556,0.505179,88.855324
0.002202,0.015241,0.078409,2.190457,78.598846,0.505417,88.492897
0.003538,0.015499,0.081033,2.267152,76.823418,0.464147,88.643913
0.002351,0.015323,0.078966,2.419351,75.959694,0.469627,88.372086
0.002701,0.015433,0.079866,2.411107,75.575813,0.456650,90.335243
0.003581,0.015401,0.080586,2.373479,75.767754,0.489952,88.855324
0.002509,0.015151,0.078265,2.280330,75.191940,0.498289,88.794922
0.001968,0.015389,0.078913,2.511226,75.431862,0.485331,88.311684
0.001691,0.015369,0.078538,2.302729,76.583488,0.519481,88.523102
0.002492,0.015470,0.079840,2.610347,74.520149,0.465147,88.885529
0.002037,0.015394,0.079006,2.201546,77.975044,0.487960,88.643913
0.002316,0.015405,0.079340,2.698807,74.040306,0.483376,88.764717
0.003624,0.015791,0.082579,2.322780,77.399231,0.550797,87.888855
0.003265,0.015589,0.081211,2.498847,76.391556,0.489560,89.398972
0.001718,0.015498,0.079209,2.674574,74.568138,0.492852,89.761398
0.003131,0.015642,0.081342,2.388425,76.199615,0.483158,88.432495
0.002273,0.015624,0.080391,2.389577,75.863724,0.467139,88.372086
0.001725,0.015720,0.080323,2.746025,74.040306,0.463034,88.825127
0.002673,0.015702,0.081182,2.892963,73.176582,0.503309,88.190872
0.003208,0.015671,0.081561,2.789672,72.840691,0.481975,89.398972
0.000891,0.015660,0.079192,3.074058,73.368523,0.499159,89.338562
0.001062,0.015734,0.079731,2.482140,76.439537,0.505878,89.066742
0.002632,0.015784,0.081553,2.764255,74.280228,0.498930,88.976135
0.001360,0.015766,0.080187,2.465756,76.631477,0.491683,89.610390
0.001189,0.015896,0.080671,2.315052,78.310936,0.500907,88.704315
0.002912,0.015944,0.082633,2.594725,75.623795,0.457491,89.036545
0.004585,0.015979,0.084483,2.623882,76.007675,0.510649,89.247955
0.001742,0.015675,0.080120,2.692314,75.911705,0.505916,89.217758
0.001495,0.015895,0.080968,2.698094,73.752396,0.477717,89.791603
0.002802,0.015957,0.082588,2.818384,73.512474,0.485971,89.852005
0.001785,0.015870,0.081135,2.505503,75.383873,0.468739,89.459373
0.001583,0.015991,0.081536,2.454820,78.358925,0.478154,89.640587
0.001164,0.015794,0.080132,2.715694,73.992317,0.491539,89.459373
